0;27
1;27
2;27
3;27
4;27
5;27
6;27
7;27
8;27
9;27
10;27
11;27
12;27
13;27
14;27
15;27
16;27
17;27
18;27
19;27
20;27
21;27
22;27
23;27
24;27
25;27
26;27
27;27
28;27
29;27
30;27
31;27
32;27
33;27
34;27
35;27
36;27
37;27
38;27
39;27
40;27
41;27
42;27
43;27
44;27
45;27
46;27
47;27
48;27
49;27
50;27
51;27
52;27
53;27
54;27
55;27
56;27
57;27
58;27
59;27
60;27
61;27
62;27
63;27
64;27
65;27
66;27
67;27
68;27
69;27
70;27
71;27
72;27
73;27
74;27
75;27
76;27
77;27
78;27
79;27
80;27
81;27
82;27
83;27
84;27
85;27
86;27
87;27
88;27
89;27
90;27
91;27
92;27
93;27
94;27
95;27
96;27
97;27
98;27
99;27

