0;37
1;37
2;37
3;37
4;37
5;37
6;37
7;37
8;37
9;37
10;37
11;37
12;37
13;37
14;37
15;37
16;37
17;37
18;37
19;37
20;37
21;37
22;37
23;37
24;37
25;37
26;37
27;37
28;37
29;37
30;37
31;37
32;37
33;37
34;37
35;37
36;37
37;37
38;37
39;37
40;37
41;37
42;37
43;37
44;37
45;37
46;37
47;37
48;37
49;37
50;37
51;37
52;37
53;37
54;37
55;37
56;37
57;37
58;37
59;37
60;37
61;37
62;37
63;37
64;37
65;37
66;37
67;37
68;37
69;37
70;37
71;37
72;37
73;37
74;37
75;38
76;37
77;37
78;37
79;37
80;37
81;37
82;37
83;37
84;37
85;37
86;37
87;37
88;37
89;37
90;37
91;37
92;37
93;37
94;37
95;37
96;37
97;37
98;37
99;37
