0;110
1;129
2;129
3;111
4;129
5;110
6;129
7;110
8;129
9;129
10;129
11;129
12;129
13;129
14;129
15;129
16;129
17;129
18;129
19;129
20;129
21;110
22;129
23;129
24;111
25;129
26;129
27;129
28;129
29;129
30;129
31;129
32;129
33;129
34;129
35;129
36;129
37;129
38;129
39;129
40;129
41;129
42;129
43;129
44;129
45;129
46;129
47;129
48;129
49;129
50;129
51;129
52;129
53;129
54;129
55;129
56;129
57;129
58;129
59;129
60;129
61;129
62;129
63;129
64;129
65;129
66;129
67;129
68;129
69;129
70;129
71;129
72;129
73;129
74;129
75;129
76;129
77;129
78;129
79;129
80;129
81;129
82;129
83;129
84;129
85;129
86;129
87;129
88;128
89;129
90;129
91;129
92;128
93;129
94;129
95;129
96;128
97;129
98;129
99;129
